time,client,sat,distance,time_s
2024-07-05 13:04:34.305,sensor46452',1-685,7493.0,77.574
2024-07-05 13:04:34.306,sensor46403',1-685,2831.0,77.575
2024-07-05 13:04:34.306,sensor21415',1-685,10577.0,77.575
2024-07-05 13:04:34.307,sensor46410',1-685,3244.0,77.576
2024-07-05 13:04:34.307,sensor46451',1-685,7481.0,77.576
2024-07-05 13:04:34.307,sensor46412',1-685,17433.0,77.576
2024-07-05 13:04:34.308,sensor21417',1-685,15928.0,77.577
2024-07-05 13:04:34.308,sensor46416',1-685,3733.0,77.577
2024-07-05 13:04:34.308,sensor46414',1-685,2076.0,77.577
2024-07-05 13:04:34.395,sensor46405',1-685,7509.0,77.664
2024-07-05 13:04:34.395,sensor46d04',1-685,6236.0,77.664
2024-07-05 13:04:34.395,sensor46490',1-685,17393.0,77.664
2024-07-05 13:04:36.591,sensor21414',1-685,9064.0,79.86
2024-07-05 13:04:36.592,sensor46411',1-685,9813.0,79.861
2024-07-05 13:04:36.592,sensor46402',1-685,4515.0,79.861
2024-07-05 13:04:36.592,sensor46415',1-685,2727.0,79.861
2024-07-05 13:04:36.593,sensor21416',1-685,13033.0,79.862
2024-07-05 13:04:36.593,sensor21d13',1-685,33447.0,79.862
2024-07-05 13:04:36.594,sensor46413',1-685,7116.0,79.863
2024-07-05 13:04:36.594,sensor46409',1-685,2743.0,79.863
2024-07-05 13:04:36.595,sensor46419',1-685,4984.0,79.864
2024-07-05 13:04:36.595,sensor46401',1-685,6755.0,79.864
2024-07-05 13:04:36.595,sensor21418',1-685,22669.0,79.864
2024-07-05 13:04:36.596,sensor46d16',1-685,3739.0,79.865
2024-07-05 13:04:36.596,sensor21419',1-685,15667.0,79.865
2024-07-05 13:04:36.596,sensor46407',1-685,8800.0,79.865
2024-07-05 13:04:36.597,sensor46408',1-685,5793.0,79.866
2024-07-05 13:04:36.597,sensor46d02',1-685,4528.0,79.866
2024-07-05 13:04:36.597,sensor46404',1-685,6233.0,79.866
2024-07-05 13:04:36.598,sensor21413',1-685,33443.0,79.867
2024-07-05 13:04:36.598,sensor46452',1-685,7493.0,79.867
2024-07-05 13:04:36.598,sensor46403',1-685,2831.0,79.867
2024-07-05 13:04:36.599,sensor21415',1-685,10577.0,79.868
2024-07-05 13:04:36.599,sensor46410',1-685,3244.0,79.868
2024-07-05 13:04:36.599,sensor46451',1-685,7481.0,79.868
2024-07-05 13:04:36.600,sensor46412',1-685,17433.0,79.869
2024-07-05 13:04:36.600,sensor21417',1-685,15928.0,79.869
2024-07-05 13:04:36.601,sensor46416',1-685,3733.0,79.87
2024-07-05 13:04:36.601,sensor46414',1-685,2076.0,79.87
2024-07-05 13:04:36.687,sensor46405',1-685,7509.0,79.956
2024-07-05 13:04:36.687,sensor46d04',1-685,6236.0,79.956
2024-07-05 13:04:36.688,sensor46490',1-685,17393.0,79.957
2024-07-05 13:04:38.863,sensor21414',1-685,9064.0,82.132
2024-07-05 13:04:38.864,sensor46411',1-685,9813.0,82.133
2024-07-05 13:04:38.864,sensor46402',1-685,4515.0,82.133
2024-07-05 13:04:38.864,sensor46415',1-685,2727.0,82.133
2024-07-05 13:04:38.865,sensor21416',1-685,13033.0,82.134
2024-07-05 13:04:38.866,sensor21d13',1-685,33447.0,82.135
2024-07-05 13:04:38.866,sensor46413',1-685,7116.0,82.135
2024-07-05 13:04:38.866,sensor46409',1-685,2743.0,82.135
2024-07-05 13:04:38.867,sensor46419',1-685,4984.0,82.136
2024-07-05 13:04:38.867,sensor46401',1-685,6755.0,82.136
2024-07-05 13:04:38.867,sensor21418',1-685,22669.0,82.136
2024-07-05 13:04:38.868,sensor46d16',1-685,3739.0,82.137
2024-07-05 13:04:38.868,sensor21419',1-685,15667.0,82.137
2024-07-05 13:04:38.869,sensor46407',1-685,8800.0,82.138
2024-07-05 13:04:38.869,sensor46408',1-685,5793.0,82.138
2024-07-05 13:04:38.870,sensor46d02',1-685,4528.0,82.139
2024-07-05 13:04:38.870,sensor46404',1-685,6233.0,82.139
2024-07-05 13:04:38.870,sensor21413',1-685,33443.0,82.139
2024-07-05 13:04:38.871,sensor46452',1-685,7493.0,82.14
2024-07-05 13:04:38.871,sensor46403',1-685,2831.0,82.14
2024-07-05 13:04:38.871,sensor21415',1-685,10577.0,82.14
2024-07-05 13:04:38.872,sensor46410',1-685,3244.0,82.141
2024-07-05 13:04:38.872,sensor46451',1-685,7481.0,82.141
2024-07-05 13:04:38.872,sensor46412',1-685,17433.0,82.141
2024-07-05 13:04:38.873,sensor21417',1-685,15928.0,82.142
2024-07-05 13:04:38.873,sensor46416',1-685,3733.0,82.142
2024-07-05 13:04:38.873,sensor46414',1-685,2076.0,82.142
2024-07-05 13:04:38.960,sensor46405',1-685,7509.0,82.229
2024-07-05 13:04:38.960,sensor46d04',1-685,6236.0,82.229
2024-07-05 13:04:38.961,sensor46490',1-685,17393.0,82.23
2024-07-05 13:04:41.181,sensor21414',1-685,9064.0,84.45
2024-07-05 13:04:41.182,sensor46411',1-685,9813.0,84.451
2024-07-05 13:04:41.183,sensor46402',1-685,4515.0,84.452
2024-07-05 13:04:41.183,sensor46415',1-685,2727.0,84.452
2024-07-05 13:04:41.183,sensor21416',1-685,13033.0,84.452
2024-07-05 13:04:41.184,sensor21d13',1-685,33447.0,84.453
2024-07-05 13:04:41.184,sensor46413',1-685,7116.0,84.453
2024-07-05 13:04:41.185,sensor46409',1-685,2743.0,84.454
2024-07-05 13:04:41.185,sensor46419',1-685,4984.0,84.454
2024-07-05 13:04:41.186,sensor46401',1-685,6755.0,84.455
2024-07-05 13:04:41.186,sensor21418',1-685,22669.0,84.455
2024-07-05 13:04:41.186,sensor46d16',1-685,3739.0,84.455
2024-07-05 13:04:41.187,sensor21419',1-685,15667.0,84.456
2024-07-05 13:04:41.187,sensor46407',1-685,8800.0,84.456
2024-07-05 13:04:41.188,sensor46408',1-685,6548.0,84.457
2024-07-05 13:04:41.188,sensor46d02',1-685,4528.0,84.457
2024-07-05 13:04:41.188,sensor46404',1-685,6233.0,84.457
2024-07-05 13:04:41.189,sensor21413',1-685,33443.0,84.458
2024-07-05 13:04:41.189,sensor46452',1-685,7493.0,84.458
2024-07-05 13:04:41.190,sensor46403',1-685,2831.0,84.459
2024-07-05 13:04:41.190,sensor21415',1-685,10577.0,84.459
2024-07-05 13:04:41.191,sensor46410',1-685,3244.0,84.46
2024-07-05 13:04:41.191,sensor46451',1-685,7481.0,84.46
2024-07-05 13:04:41.191,sensor46412',1-685,17433.0,84.46
2024-07-05 13:04:41.192,sensor21417',1-685,15928.0,84.461
2024-07-05 13:04:41.192,sensor46416',1-685,3733.0,84.461
2024-07-05 13:04:41.192,sensor46414',1-685,2076.0,84.461
2024-07-05 13:04:41.280,sensor46405',1-685,7509.0,84.549
2024-07-05 13:04:41.280,sensor46d04',1-685,6236.0,84.549
2024-07-05 13:04:41.280,sensor46490',1-685,17393.0,84.549
2024-07-05 13:04:43.505,sensor21414',1-685,9064.0,86.774
2024-07-05 13:04:43.506,sensor46411',1-685,9813.0,86.775
2024-07-05 13:04:43.506,sensor46402',1-685,4515.0,86.775
2024-07-05 13:04:43.507,sensor46415',1-685,2727.0,86.776
2024-07-05 13:04:43.507,sensor21416',1-685,13033.0,86.776
2024-07-05 13:04:43.507,sensor21d13',1-685,33447.0,86.776
2024-07-05 13:04:43.508,sensor46413',1-685,7881.0,86.777
2024-07-05 13:04:43.508,sensor46409',1-685,2743.0,86.777
2024-07-05 13:04:43.509,sensor46419',1-685,4984.0,86.778
2024-07-05 13:04:43.509,sensor46401',1-685,6755.0,86.778
2024-07-05 13:04:43.510,sensor21418',1-685,22669.0,86.779
2024-07-05 13:04:43.510,sensor46d16',1-685,3739.0,86.779
2024-07-05 13:04:43.510,sensor21419',1-685,15667.0,86.779
2024-07-05 13:04:43.511,sensor46407',1-685,8800.0,86.78
2024-07-05 13:04:43.511,sensor46408',1-685,6548.0,86.78
2024-07-05 13:04:43.511,sensor46d02',1-685,4528.0,86.78
2024-07-05 13:04:43.512,sensor46404',1-685,6233.0,86.781
2024-07-05 13:04:43.512,sensor21413',1-685,33443.0,86.781
2024-07-05 13:04:43.513,sensor46452',1-685,7493.0,86.782
2024-07-05 13:04:43.513,sensor46403',1-685,2831.0,86.782
2024-07-05 13:04:43.514,sensor21415',1-685,10577.0,86.783
2024-07-05 13:04:43.514,sensor46410',1-685,3244.0,86.783
2024-07-05 13:04:43.514,sensor46451',1-685,7481.0,86.783
2024-07-05 13:04:43.515,sensor46412',1-685,17433.0,86.784
2024-07-05 13:04:43.515,sensor21417',1-685,15928.0,86.784
2024-07-05 13:04:43.515,sensor46416',1-685,3733.0,86.784
2024-07-05 13:04:43.516,sensor46414',1-685,2076.0,86.785
2024-07-05 13:04:43.602,sensor46405',1-685,7509.0,86.871
2024-07-05 13:04:43.603,sensor46d04',1-685,6236.0,86.872
2024-07-05 13:04:43.603,sensor46490',1-685,17393.0,86.872
2024-07-05 13:04:45.801,sensor21414',1-685,9064.0,89.07
2024-07-05 13:04:45.802,sensor46411',1-685,9813.0,89.071
2024-07-05 13:04:45.802,sensor46402',1-685,4515.0,89.071
2024-07-05 13:04:45.803,sensor46415',1-685,2727.0,89.072
2024-07-05 13:04:45.803,sensor21416',1-685,13033.0,89.072
2024-07-05 13:04:45.803,sensor21d13',1-685,33447.0,89.072
2024-07-05 13:04:45.804,sensor46413',1-685,7881.0,89.073
2024-07-05 13:04:45.804,sensor46409',1-685,2743.0,89.073
2024-07-05 13:04:45.804,sensor46419',1-685,4984.0,89.073
2024-07-05 13:04:45.805,sensor46401',1-685,6755.0,89.074
2024-07-05 13:04:45.806,sensor21418',1-685,22669.0,89.075
2024-07-05 13:04:45.806,sensor46d16',1-685,3739.0,89.075
2024-07-05 13:04:45.806,sensor21419',1-685,15667.0,89.075
2024-07-05 13:04:45.807,sensor46407',1-685,8800.0,89.076
2024-07-05 13:04:45.807,sensor46408',1-685,6548.0,89.076
2024-07-05 13:04:45.807,sensor46d02',1-685,4528.0,89.076
2024-07-05 13:04:45.808,sensor46404',1-685,6233.0,89.077
2024-07-05 13:04:45.808,sensor21413',1-685,33443.0,89.077
2024-07-05 13:04:45.808,sensor46452',1-685,7493.0,89.077
2024-07-05 13:04:45.809,sensor46403',1-685,2831.0,89.078
2024-07-05 13:04:45.809,sensor21415',1-685,10577.0,89.078
2024-07-05 13:04:45.810,sensor46410',1-685,3244.0,89.079
2024-07-05 13:04:45.810,sensor46451',1-685,7481.0,89.079
2024-07-05 13:04:45.811,sensor46412',1-685,17433.0,89.08
2024-07-05 13:04:45.811,sensor21417',1-685,15928.0,89.08
2024-07-05 13:04:45.811,sensor46416',1-685,3733.0,89.08
2024-07-05 13:04:45.812,sensor46414',1-685,2076.0,89.081
2024-07-05 13:04:45.897,sensor46405',1-685,7509.0,89.166
2024-07-05 13:04:45.898,sensor46d04',1-685,6236.0,89.167
2024-07-05 13:04:45.898,sensor46490',1-685,17393.0,89.167
2024-07-05 13:04:48.101,sensor21414',1-685,9571.0,91.37
2024-07-05 13:04:48.101,sensor46411',1-685,9813.0,91.37
2024-07-05 13:04:48.102,sensor46402',1-685,4515.0,91.371
2024-07-05 13:04:48.102,sensor46415',1-685,2727.0,91.371
2024-07-05 13:04:48.102,sensor21416',1-685,13033.0,91.371
2024-07-05 13:04:48.103,sensor21d13',1-685,33447.0,91.372
2024-07-05 13:04:48.103,sensor46413',1-685,7881.0,91.372
2024-07-05 13:04:48.103,sensor46409',1-685,2743.0,91.372
2024-07-05 13:04:48.104,sensor46419',1-685,4984.0,91.373
2024-07-05 13:04:48.104,sensor46401',1-685,7263.0,91.373
2024-07-05 13:04:48.105,sensor21418',1-685,22669.0,91.374
2024-07-05 13:04:48.105,sensor46d16',1-685,3739.0,91.374
2024-07-05 13:04:48.106,sensor21419',1-685,15667.0,91.375
2024-07-05 13:04:48.106,sensor46407',1-685,8800.0,91.375
2024-07-05 13:04:48.106,sensor46408',1-685,6548.0,91.375
2024-07-05 13:04:48.107,sensor46d02',1-685,4528.0,91.376
2024-07-05 13:04:48.107,sensor46404',1-685,6233.0,91.376
2024-07-05 13:04:48.107,sensor21413',1-685,33443.0,91.376
2024-07-05 13:04:48.108,sensor46452',1-685,7493.0,91.377
2024-07-05 13:04:48.108,sensor46403',1-685,2831.0,91.377
2024-07-05 13:04:48.108,sensor21415',1-685,11052.0,91.377
2024-07-05 13:04:48.109,sensor46410',1-685,3244.0,91.378
2024-07-05 13:04:48.110,sensor46451',1-685,7481.0,91.379
2024-07-05 13:04:48.110,sensor46412',1-685,17433.0,91.379
2024-07-05 13:04:48.110,sensor21417',1-685,15928.0,91.379
2024-07-05 13:04:48.111,sensor46416',1-685,3733.0,91.38
2024-07-05 13:04:48.111,sensor46414',1-685,2076.0,91.38
2024-07-05 13:04:48.196,sensor46405',1-685,7509.0,91.465
2024-07-05 13:04:48.196,sensor46d04',1-685,6236.0,91.465
2024-07-05 13:04:48.197,sensor46490',1-685,17393.0,91.466
2024-07-05 13:04:50.448,sensor21414',1-685,9571.0,93.717
2024-07-05 13:04:50.449,sensor46411',1-685,9813.0,93.718
2024-07-05 13:04:50.450,sensor46402',1-685,4515.0,93.719
2024-07-05 13:04:50.450,sensor46415',1-685,2727.0,93.719
2024-07-05 13:04:50.450,sensor21416',1-685,13033.0,93.719
2024-07-05 13:04:50.451,sensor21d13',1-685,33063.0,93.72
2024-07-05 13:04:50.451,sensor46413',1-685,7881.0,93.72
2024-07-05 13:04:50.452,sensor46409',1-685,2743.0,93.721
2024-07-05 13:04:50.452,sensor46419',1-685,4984.0,93.721
2024-07-05 13:04:50.452,sensor46401',1-685,7263.0,93.721
2024-07-05 13:04:50.453,sensor21418',1-685,22669.0,93.722
2024-07-05 13:04:50.453,sensor46d16',1-685,3739.0,93.722
2024-07-05 13:04:50.454,sensor21419',1-685,16179.0,93.723
2024-07-05 13:04:50.454,sensor46407',1-685,7527.0,93.723
2024-07-05 13:04:50.455,sensor46408',1-685,6548.0,93.724
2024-07-05 13:04:50.455,sensor46d02',1-685,4528.0,93.724
2024-07-05 13:04:50.455,sensor46404',1-685,6233.0,93.724
2024-07-05 13:04:50.456,sensor21413',1-685,33058.0,93.725
2024-07-05 13:04:50.456,sensor46452',1-685,7493.0,93.725
2024-07-05 13:04:50.456,sensor46403',1-685,2831.0,93.725
2024-07-05 13:04:50.457,sensor21415',1-685,11052.0,93.726
2024-07-05 13:04:50.458,sensor46410',1-685,3244.0,93.727
2024-07-05 13:04:50.458,sensor46451',1-685,7481.0,93.727
2024-07-05 13:04:50.458,sensor46412',1-685,17433.0,93.727
2024-07-05 13:04:50.459,sensor21417',1-685,15928.0,93.728
2024-07-05 13:04:50.459,sensor46416',1-685,3733.0,93.728
2024-07-05 13:04:50.459,sensor46414',1-685,2588.0,93.728
2024-07-05 13:04:50.547,sensor46405',1-685,7509.0,93.816
2024-07-05 13:04:50.548,sensor46d04',1-685,6236.0,93.817
2024-07-05 13:04:50.548,sensor46490',1-685,17393.0,93.817
2024-07-05 13:04:52.768,sensor21414',1-685,9571.0,96.037
2024-07-05 13:04:52.769,sensor46411',1-685,9813.0,96.038
2024-07-05 13:04:52.769,sensor46402',1-685,4515.0,96.038
2024-07-05 13:04:52.770,sensor46415',1-685,2727.0,96.039
2024-07-05 13:04:52.770,sensor21416',1-685,13550.0,96.039
2024-07-05 13:04:52.771,sensor21d13',1-685,33063.0,96.04
2024-07-05 13:04:52.771,sensor46413',1-685,7881.0,96.04
2024-07-05 13:04:52.771,sensor46409',1-685,2743.0,96.04
2024-07-05 13:04:52.772,sensor46419',1-685,4984.0,96.041
2024-07-05 13:04:52.772,sensor46401',1-685,7263.0,96.041
2024-07-05 13:04:52.772,sensor21418',1-685,22669.0,96.041
2024-07-05 13:04:52.773,sensor46d16',1-685,3739.0,96.042
2024-07-05 13:04:52.773,sensor21419',1-685,16179.0,96.042
2024-07-05 13:04:52.774,sensor46407',1-685,7527.0,96.043
2024-07-05 13:04:52.774,sensor46408',1-685,6548.0,96.043
2024-07-05 13:04:52.775,sensor46d02',1-685,4528.0,96.044
2024-07-05 13:04:52.775,sensor46404',1-685,6233.0,96.044
2024-07-05 13:04:52.775,sensor21413',1-685,33058.0,96.044
2024-07-05 13:04:52.776,sensor46452',1-685,7493.0,96.045
2024-07-05 13:04:52.776,sensor46403',1-685,2831.0,96.045
2024-07-05 13:04:52.776,sensor21415',1-685,11052.0,96.045
2024-07-05 13:04:52.777,sensor46410',1-685,3244.0,96.046
2024-07-05 13:04:52.777,sensor46451',1-685,7481.0,96.046
2024-07-05 13:04:52.777,sensor46412',1-685,17433.0,96.046
2024-07-05 13:04:52.778,sensor21417',1-685,15928.0,96.047
2024-07-05 13:04:52.778,sensor46416',1-685,3733.0,96.047
2024-07-05 13:04:52.778,sensor46414',1-685,2588.0,96.047
2024-07-05 13:04:52.865,sensor46405',1-685,7509.0,96.134
2024-07-05 13:04:52.865,sensor46d04',1-685,6236.0,96.134
2024-07-05 13:04:52.866,sensor46490',1-685,17393.0,96.135
2024-07-05 13:04:55.097,sensor21414',1-685,9571.0,98.366
2024-07-05 13:04:55.098,sensor46411',1-685,9813.0,98.367
2024-07-05 13:04:55.098,sensor46402',1-685,5296.0,98.367
2024-07-05 13:04:55.098,sensor46415',1-685,2727.0,98.367
2024-07-05 13:04:55.099,sensor21416',1-685,13550.0,98.368
2024-07-05 13:04:55.099,sensor21d13',1-685,33063.0,98.368
2024-07-05 13:04:55.099,sensor46413',1-685,7881.0,98.368
2024-07-05 13:04:55.100,sensor46409',1-685,2743.0,98.369
2024-07-05 13:04:55.100,sensor46419',1-685,4984.0,98.369
2024-07-05 13:04:55.101,sensor46401',1-685,7263.0,98.37
2024-07-05 13:04:55.101,sensor21418',1-685,22669.0,98.37
2024-07-05 13:04:55.102,sensor46d16',1-685,3739.0,98.371
2024-07-05 13:04:55.102,sensor21419',1-685,16179.0,98.371
2024-07-05 13:04:55.102,sensor46407',1-685,7527.0,98.371
2024-07-05 13:04:55.103,sensor46408',1-685,6548.0,98.372
2024-07-05 13:04:55.103,sensor46d02',1-685,4528.0,98.372
2024-07-05 13:04:55.103,sensor46404',1-685,5724.0,98.372
2024-07-05 13:04:55.104,sensor21413',1-685,33058.0,98.373
2024-07-05 13:04:55.104,sensor46452',1-685,7493.0,98.373
2024-07-05 13:04:55.104,sensor46403',1-685,2831.0,98.373
2024-07-05 13:04:55.105,sensor21415',1-685,11052.0,98.374
2024-07-05 13:04:55.105,sensor46410',1-685,3244.0,98.374
2024-07-05 13:04:55.106,sensor46451',1-685,7481.0,98.375
2024-07-05 13:04:55.106,sensor46412',1-685,17433.0,98.375
2024-07-05 13:04:55.107,sensor21417',1-685,15928.0,98.376
2024-07-05 13:04:55.107,sensor46416',1-685,3733.0,98.376
2024-07-05 13:04:55.107,sensor46414',1-685,2588.0,98.376
2024-07-05 13:04:55.193,sensor46405',1-685,7509.0,98.462
2024-07-05 13:04:55.194,sensor46d04',1-685,5727.0,98.463
2024-07-05 13:04:55.194,sensor46490',1-685,17393.0,98.463
2024-07-05 13:04:57.371,sensor21414',1-685,9571.0,100.64
2024-07-05 13:04:57.372,sensor46411',1-685,9813.0,100.641
2024-07-05 13:04:57.372,sensor46402',1-685,5296.0,100.641
2024-07-05 13:04:57.373,sensor46415',1-685,2727.0,100.642
2024-07-05 13:04:57.373,sensor21416',1-685,13550.0,100.642
2024-07-05 13:04:57.374,sensor21d13',1-685,33063.0,100.643
2024-07-05 13:04:57.374,sensor46413',1-685,7881.0,100.643
2024-07-05 13:04:57.374,sensor46409',1-685,2743.0,100.643
2024-07-05 13:04:57.375,sensor46419',1-685,4984.0,100.644
2024-07-05 13:04:57.375,sensor46401',1-685,7263.0,100.644
2024-07-05 13:04:57.375,sensor21418',1-685,22669.0,100.644
2024-07-05 13:04:57.376,sensor46d16',1-685,3739.0,100.645
2024-07-05 13:04:57.376,sensor21419',1-685,16179.0,100.645
2024-07-05 13:04:57.377,sensor46407',1-685,7527.0,100.646
2024-07-05 13:04:57.377,sensor46408',1-685,6548.0,100.646
2024-07-05 13:04:57.378,sensor46d02',1-685,5293.0,100.647
2024-07-05 13:04:57.378,sensor46404',1-685,5724.0,100.647
2024-07-05 13:04:57.378,sensor21413',1-685,33058.0,100.647
2024-07-05 13:04:57.379,sensor46452',1-685,7493.0,100.648
2024-07-05 13:04:57.379,sensor46403',1-685,3339.0,100.648
2024-07-05 13:04:57.379,sensor21415',1-685,11052.0,100.648
2024-07-05 13:04:57.380,sensor46410',1-685,3244.0,100.649
2024-07-05 13:04:57.380,sensor46451',1-685,7481.0,100.649
2024-07-05 13:04:57.380,sensor46412',1-685,17433.0,100.649
2024-07-05 13:04:57.381,sensor21417',1-685,15928.0,100.65
2024-07-05 13:04:57.382,sensor46416',1-685,3227.0,100.651
2024-07-05 13:04:57.382,sensor46414',1-685,2588.0,100.651
2024-07-05 13:04:57.469,sensor46405',1-685,7509.0,100.738
2024-07-05 13:04:57.469,sensor46d04',1-685,5727.0,100.738
2024-07-05 13:04:57.470,sensor46490',1-685,17393.0,100.739
2024-07-05 13:04:59.729,sensor21414',1-685,9571.0,102.998
2024-07-05 13:04:59.730,sensor46411',1-685,9311.0,102.999
2024-07-05 13:04:59.730,sensor46402',1-685,5296.0,102.999
2024-07-05 13:04:59.730,sensor46415',1-685,2727.0,102.999
2024-07-05 13:04:59.731,sensor21416',1-685,13550.0,103.0
2024-07-05 13:04:59.731,sensor21d13',1-685,33063.0,103.0
2024-07-05 13:04:59.731,sensor46413',1-685,7881.0,103.0
2024-07-05 13:04:59.732,sensor46409',1-685,2743.0,103.001
2024-07-05 13:04:59.732,sensor46419',1-685,4984.0,103.001
2024-07-05 13:04:59.732,sensor46401',1-685,7263.0,103.001
2024-07-05 13:04:59.733,sensor21418',1-685,22669.0,103.002
2024-07-05 13:04:59.734,sensor46d16',1-685,3233.0,103.003
2024-07-05 13:04:59.734,sensor21419',1-685,16179.0,103.003
2024-07-05 13:04:59.734,sensor46407',1-685,7527.0,103.003
2024-07-05 13:04:59.735,sensor46408',1-685,6548.0,103.004
2024-07-05 13:04:59.735,sensor46d02',1-685,5293.0,103.004
2024-07-05 13:04:59.735,sensor46404',1-685,5724.0,103.004
2024-07-05 13:04:59.736,sensor21413',1-685,33058.0,103.005
2024-07-05 13:04:59.736,sensor46452',1-685,6989.0,103.005
2024-07-05 13:04:59.736,sensor46403',1-685,3339.0,103.005
2024-07-05 13:04:59.737,sensor21415',1-685,11052.0,103.006
2024-07-05 13:04:59.737,sensor46410',1-685,3244.0,103.006
2024-07-05 13:04:59.738,sensor46451',1-685,6978.0,103.007
2024-07-05 13:04:59.738,sensor46412',1-685,17433.0,103.007
2024-07-05 13:04:59.738,sensor21417',1-685,16443.0,103.007
2024-07-05 13:04:59.739,sensor46416',1-685,3227.0,103.008
2024-07-05 13:04:59.739,sensor46414',1-685,2588.0,103.008
2024-07-05 13:04:59.825,sensor46405',1-685,6276.0,103.094
2024-07-05 13:04:59.825,sensor46d04',1-685,5727.0,103.094
2024-07-05 13:04:59.826,sensor46490',1-685,17393.0,103.095
2024-07-05 13:05:02.044,sensor21414',1-685,9571.0,105.313
2024-07-05 13:05:02.048,sensor46411',1-685,9311.0,105.317
2024-07-05 13:05:02.053,sensor46402',1-685,5296.0,105.322
2024-07-05 13:05:02.058,sensor46415',1-685,2727.0,105.327
2024-07-05 13:05:02.062,sensor21416',1-685,13550.0,105.331
2024-07-05 13:05:02.067,sensor21d13',1-685,33063.0,105.336
2024-07-05 13:05:02.071,sensor46413',1-685,7881.0,105.34
2024-07-05 13:05:02.075,sensor46409',1-685,2743.0,105.344
2024-07-05 13:05:02.080,sensor46419',1-685,4984.0,105.349
2024-07-05 13:05:02.084,sensor46401',1-685,7263.0,105.353
2024-07-05 13:05:02.089,sensor21418',1-685,22669.0,105.358
2024-07-05 13:05:02.093,sensor46d16',1-685,3233.0,105.362
2024-07-05 13:05:02.098,sensor21419',1-685,16179.0,105.367
2024-07-05 13:05:02.102,sensor46407',1-685,7527.0,105.371
2024-07-05 13:05:02.107,sensor46408',1-685,6548.0,105.376
2024-07-05 13:05:02.111,sensor46d02',1-685,5293.0,105.38
2024-07-05 13:05:02.116,sensor46404',1-685,5724.0,105.385
2024-07-05 13:05:02.120,sensor21413',1-685,33058.0,105.389
2024-07-05 13:05:02.124,sensor46452',1-685,6989.0,105.393
2024-07-05 13:05:02.128,sensor46403',1-685,3339.0,105.397
2024-07-05 13:05:02.133,sensor21415',1-685,11052.0,105.402
2024-07-05 13:05:02.137,sensor46410',1-685,3244.0,105.406
2024-07-05 13:05:02.142,sensor46451',1-685,6978.0,105.411
2024-07-05 13:05:02.146,sensor46412',1-685,17433.0,105.415
2024-07-05 13:05:02.150,sensor21417',1-685,16443.0,105.419
2024-07-05 13:05:02.155,sensor46416',1-685,3227.0,105.424
2024-07-05 13:05:02.159,sensor46414',1-685,2588.0,105.428
2024-07-05 13:05:02.164,sensor46405',1-685,6276.0,105.433
2024-07-05 13:05:02.168,sensor46d04',1-685,5727.0,105.437
2024-07-05 13:05:02.172,sensor46490',1-685,17896.0,105.441
2024-07-05 13:05:04.396,sensor21414',1-685,9571.0,107.665
2024-07-05 13:05:04.397,sensor46411',1-685,9311.0,107.666
2024-07-05 13:05:04.398,sensor46402',1-685,5296.0,107.667
2024-07-05 13:05:04.398,sensor46415',1-685,2727.0,107.667
2024-07-05 13:05:04.398,sensor21416',1-685,13550.0,107.667
